area_id,survey_id,iso3,survyear,period,tips,births,pys,asfr,survtype,age_group
BEN_1_3xj,BEN2014MICS,BEN,2014,2001,13,16.2221723349677,118.960404917262,0.13636614927673,MICS,Y020_024
BEN_1_4qu,BEN2014MICS,BEN,2014,2001,13,32.6362586499941,99.8769351897518,0.326764718881191,MICS,Y020_024
BEN_1_5vw,BEN2014MICS,BEN,2014,2001,13,49.0068960250073,124.385554349757,0.393991860881255,MICS,Y020_024
BEN_1_6yg,BEN2014MICS,BEN,2014,2001,13,28.5555429887445,110.383985592969,0.258692806165202,MICS,Y020_024
BEN_1_7ra,BEN2014MICS,BEN,2014,2001,13,30.5936028993686,111.023148273165,0.275560577908447,MICS,Y020_024
BEN_1_8fr,BEN2014MICS,BEN,2014,2001,13,32.5159408899573,152.681848667589,0.212965333952364,MICS,Y020_024
BEN_1_9dz,BEN2014MICS,BEN,2014,2001,13,21.8522567366918,70.7689016125048,0.308783324861305,MICS,Y020_024
BEN_1_10oz,BEN2014MICS,BEN,2014,2001,13,47.4085090745178,204.175480834608,0.232194918218026,MICS,Y025_029
BEN_1_11oz,BEN2014MICS,BEN,2014,2001,13,21.6335646266248,70.515826936594,0.306790199682082,MICS,Y025_029
BEN_1_12ct,BEN2014MICS,BEN,2014,2001,13,27.9895889085712,87.5965684009912,0.319528372166854,MICS,Y025_029
BEN_1_1gz,BEN2014MICS,BEN,2014,2001,13,34.9366358006986,104.634378857042,0.333892513935895,MICS,Y025_029
BEN_1_2ys,BEN2014MICS,BEN,2014,2001,13,27.1570580183163,70.8621748275333,0.383237715811178,MICS,Y025_029
BEN_1_3xj,BEN2014MICS,BEN,2014,2001,13,19.0569642558358,96.3872569445165,0.197712486691115,MICS,Y025_029
BEN_1_4qu,BEN2014MICS,BEN,2014,2001,13,18.4537703356511,49.5029726159926,0.372781054560133,MICS,Y025_029
BEN_1_5vw,BEN2014MICS,BEN,2014,2001,13,30.0956345992161,83.0809229429417,0.362244827490484,MICS,Y025_029
BEN_1_6yg,BEN2014MICS,BEN,2014,2001,13,22.2951348868274,105.733906349045,0.210860788716416,MICS,Y025_029
BEN_1_7ra,BEN2014MICS,BEN,2014,2001,13,20.4786625562711,75.5934391456488,0.270905290032037,MICS,Y025_029
BEN_1_8fr,BEN2014MICS,BEN,2014,2001,13,38.1670724716878,129.293026879593,0.295198228340897,MICS,Y025_029
BEN_1_9dz,BEN2014MICS,BEN,2014,2001,13,11.4568904335084,52.5514910594261,0.218012661535194,MICS,Y025_029
BEN_1_10oz,BEN2014MICS,BEN,2014,2001,13,20.4449903662608,123.864120356264,0.165059827716501,MICS,Y030_034
BEN_1_11oz,BEN2014MICS,BEN,2014,2001,13,17.4878585253553,57.4419434509237,0.304444060815879,MICS,Y030_034
