survey_id,country,survyear,area_id1,period,tips,births,pys,asfr,age_group
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_23wy,2017,0,24.24516276231022,82.69497579290014,0.29318785730138414,Y020_024
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_24ey,2017,0,8.140237176761687,34.9912833482379,0.2326361424286433,Y020_024
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_25uc,2017,0,6.614721340397784,15.003328736806878,0.44088358366568586,Y020_024
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_26ev,2017,0,2.8943933220153024,16.438478563699547,0.1760742827141484,Y020_024
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_27cj,2017,0,7.31172436917224,43.26742981126932,0.16898910799799458,Y020_024
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_28cd,2017,0,5.935649649540853,43.324822582332736,0.1370034381158973,Y020_024
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_29es,2017,0,5.305503724692683,59.02786272999688,0.08988134550900015,Y020_024
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_30ud,2017,0,3.0445119061895642,34.28905324091061,0.08878961704772667,Y020_024
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_31ez,2017,0,5.521876118033391,18.379138088667066,0.30044260462019634,Y020_024
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_32ux,2017,0,11.456154101100275,49.127283217369666,0.23319331643907767,Y020_024
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_33nc,2017,0,1.1201962556816496,3.8737750061727065,0.28917432062953097,Y020_024
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_01df,2017,0,16.78553756567132,180.7506213798767,0.09286572537083453,Y025_029
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_02rc,2017,0,32.03697216959236,196.46449679289958,0.16306748899962167,Y025_029
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_03mp,2017,0,3.1697449711830243,32.665573368396565,0.09703625696188463,Y025_029
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_04ad,2017,0,2.9076640242389242,5.649697102241456,0.5146583917012719,Y025_029
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_05mk,2017,0,3.5403763976431284,13.983832200098078,0.25317640736695174,Y025_029
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_06vp,2017,0,3.698161838690196,33.02486082066843,0.11198114834675463,Y025_029
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_07ms,2017,0,1.5577612853868263,19.161345151676212,0.08129707351211485,Y025_029
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_08fi,2017,0,1.7209091099157856,7.870221407891987,0.21866082549979055,Y025_029
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_09mb,2017,0,3.366648028658631,29.606168420548844,0.11371441183594468,Y025_029
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_10eg,2017,0,0.9411020452943721,3.774027767222485,0.24936277720791147,Y025_029
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_11jl,2017,0,10.357051640194017,54.03761862253066,0.19166373175215584,Y025_029
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_12us,2017,0,4.3865254423445315,22.18583969259849,0.1977173504867584,Y025_029
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_13oh,2017,0,12.225148170157691,45.87437671560881,0.2664918642044039,Y025_029
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_14jp,2017,0,4.513646677037129,33.31161106097257,0.13549769984932541,Y025_029
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_15yu,2017,0,4.359581772029732,21.47880225290633,0.20297136314664987,Y025_029
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_16yk,2017,0,6.3843008701725665,51.05338619509168,0.12505146761031805,Y025_029
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_17ut,2017,0,3.039757922574468,18.23545254658571,0.16669495395350709,Y025_029
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_18pr,2017,0,27.670479538378675,75.50394582948948,0.3664772646566963,Y025_029
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_19xj,2017,0,1.0184671952241444,18.583011267692346,0.05480635945126985,Y025_029
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_20yp,2017,0,5.384308232712339,30.84096456877378,0.1745830037418449,Y025_029
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_21xi,2017,0,3.3358482715008537,15.781282177338548,0.21138005353525918,Y025_029
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_22uh,2017,0,7.09364189058887,29.849484288143692,0.23764705018392854,Y025_029
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_23wy,2017,0,16.782481241201396,73.63933662744667,0.22790103781225904,Y025_029
